TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2018,8,9,2,10,40XX W 8TH AVE,West Point Grey,485855.9963,5456959.0094
Break and Enter Residential/Other,2018,12,20,10,6,41XX CROWN CRES,West Point Grey,485463.6897,5456949.3972
Break and Enter Residential/Other,2018,4,20,0,0,41XX W 15TH AVE,West Point Grey,485573.7572,5456282.6117
Break and Enter Residential/Other,2018,1,3,11,41,41XX W 4TH AVE,West Point Grey,485491.5014,5457344.8956
Break and Enter Residential/Other,2018,9,4,18,42,41XX W 8TH AVE,West Point Grey,485692.4739,5456979.4069
Break and Enter Residential/Other,2018,9,14,15,34,41XX W 8TH AVE,West Point Grey,485692.4739,5456979.4069
Break and Enter Residential/Other,2018,4,1,9,18,42XX W 11TH AVE,West Point Grey,485381.4812,5456684.8366
Break and Enter Residential/Other,2018,5,18,3,15,42XX W 15TH AVE,West Point Grey,485298.8906,5456282.4633
Break and Enter Residential/Other,2018,11,4,8,59,42XX W 8TH AVE,West Point Grey,485374.7404,5456978.8133
Break and Enter Residential/Other,2018,11,24,8,9,42XX W 9TH AVE,West Point Grey,485245.5943,5456896.5391
Break and Enter Residential/Other,2018,2,2,8,38,43XX LOCARNO CRES,West Point Grey,485072.6028,5457494.526
Break and Enter Residential/Other,2018,10,12,14,46,43XX LOCARNO CRES,West Point Grey,485130.0252,5457386.1524
Break and Enter Residential/Other,2018,1,16,14,0,43XX LOCARNO CRES,West Point Grey,485153.535,5457387.5645
Break and Enter Residential/Other,2018,8,17,17,53,43XX W 13TH AVE,West Point Grey,485116.2061,5456490.1607
Break and Enter Residential/Other,2018,3,27,20,0,43XX W 15TH AVE,West Point Grey,485021.3806,5456290.1243
Break and Enter Residential/Other,2018,10,21,8,46,43XX W 15TH AVE,West Point Grey,485155.6622,5456286.3782
Break and Enter Residential/Other,2018,3,5,14,2,43XX W 9TH AVE,West Point Grey,485088.3983,5456891.524
Break and Enter Residential/Other,2018,9,4,0,0,43XX WEST POINT PL,West Point Grey,485175.7384,5457272.7699
Break and Enter Residential/Other,2018,11,6,16,50,43XX WEST POINT PL,West Point Grey,485175.7384,5457272.7699
Break and Enter Residential/Other,2018,9,23,3,45,44XX W 10TH AVE,West Point Grey,484965.2487,5456797.7305
Break and Enter Residential/Other,2018,1,23,15,39,44XX W 13TH AVE,West Point Grey,484945.2588,5456503.7339
Break and Enter Residential/Other,2018,9,23,5,30,44XX W 14TH AVE,West Point Grey,484836.9489,5456405.9857
Break and Enter Residential/Other,2018,4,20,5,0,44XX W 15TH AVE,West Point Grey,484927.4351,5456292.6767
Break and Enter Residential/Other,2018,6,14,5,20,44XX W 2ND AVE,West Point Grey,484917.2548,5457644.6817
Break and Enter Residential/Other,2018,6,23,20,0,44XX W 3RD AVE,West Point Grey,484959.8067,5457514.1795
Break and Enter Residential/Other,2018,11,9,13,35,44XX W 3RD AVE,West Point Grey,484966.9542,5457514.0
Break and Enter Residential/Other,2018,11,25,15,54,44XX W 9TH AVE,West Point Grey,484989.9596,5456894.1152
Break and Enter Residential/Other,2018,6,17,23,37,45XX BELLEVUE DR,West Point Grey,484780.6204,5457522.7983
Break and Enter Residential/Other,2018,12,12,12,54,45XX LANGARA AVE,West Point Grey,484612.3702,5457826.8674
Break and Enter Residential/Other,2018,12,5,10,45,45XX W 2ND AVE,West Point Grey,484694.3194,5457649.9209
Break and Enter Residential/Other,2018,12,30,14,44,45XX W 4TH AVE,West Point Grey,484727.0917,5457389.2967
Break and Enter Residential/Other,2018,12,17,0,0,45XX W 4TH AVE,West Point Grey,484752.1211,5457379.5133
Break and Enter Residential/Other,2018,3,7,13,55,45XX W 5TH AVE,West Point Grey,484720.915,5457284.1444
Break and Enter Residential/Other,2018,1,4,20,10,45XX W 7TH AVE,West Point Grey,484789.1345,5457102.5415
Break and Enter Residential/Other,2018,9,9,11,12,45XX W 8TH AVE,West Point Grey,484728.3923,5456997.648
Break and Enter Residential/Other,2018,9,18,17,0,45XX W 9TH AVE,West Point Grey,484617.7783,5456913.2666
Break and Enter Residential/Other,2018,12,29,15,37,45XX W 9TH AVE,West Point Grey,484710.5695,5456910.8216
Break and Enter Residential/Other,2018,1,17,18,45,46XX BELLEVUE DR,West Point Grey,484394.636,5457893.6604
Break and Enter Residential/Other,2018,11,6,11,0,46XX BELMONT AVE,West Point Grey,484565.3142,5457913.6688
Break and Enter Residential/Other,2018,12,18,4,37,46XX W 10TH AVE,West Point Grey,484482.0991,5456810.1832
Break and Enter Residential/Other,2018,12,30,9,15,46XX W 10TH AVE,West Point Grey,484486.0574,5456819.2222
Break and Enter Residential/Other,2018,4,13,19,5,46XX W 6TH AVE,West Point Grey,484408.8128,5457194.8817
Break and Enter Residential/Other,2018,10,22,22,0,46XX W 6TH AVE,West Point Grey,484472.3126,5457193.2917
Break and Enter Residential/Other,2018,8,2,0,0,46XX W 6TH AVE,West Point Grey,484506.1791,5457192.4437
Break and Enter Residential/Other,2018,3,18,21,0,47XX W 4TH AVE,West Point Grey,484110.8067,5457395.8346
Break and Enter Residential/Other,2018,1,15,9,52,47XX W 4TH AVE,West Point Grey,484291.3509,5457390.4963
Break and Enter Residential/Other,2018,1,19,18,0,48XX BELMONT AVE,West Point Grey,484007.7964,5458087.854
Break and Enter Residential/Other,2018,1,20,19,23,48XX BELMONT AVE,West Point Grey,484048.7791,5458081.2518
Break and Enter Residential/Other,2018,3,8,18,30,48XX FANNIN AVE,West Point Grey,483704.8883,5458023.7199
Break and Enter Residential/Other,2018,12,14,19,26,48XX FANNIN AVE,West Point Grey,483841.6893,5457997.4056
Mischief,2018,8,4,16,0,14XX BLANCA ST,West Point Grey,484380.5653,5458061.6988
Mischief,2018,7,3,23,12,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Mischief,2018,7,26,3,0,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Mischief,2018,6,23,12,0,21XX HIGHBURY ST,West Point Grey,486353.9559,5457238.2211
Mischief,2018,10,31,19,0,23XX SASAMAT ST,West Point Grey,484800.1811,5457096.1253
Mischief,2018,3,15,0,0,25XX WALLACE CRES,West Point Grey,485936.7562,5456896.9276
Mischief,2018,8,12,21,0,25XX WALLACE CRES,West Point Grey,485964.0578,5456888.1851
Mischief,2018,7,5,23,30,29XX HIGHBURY ST,West Point Grey,486329.9258,5456374.015
Mischief,2018,5,6,23,53,30XX CROWN ST,West Point Grey,485872.9153,5456281.9509
Mischief,2018,1,29,19,0,37XX W 10TH AVE,West Point Grey,486387.901,5456771.4468
Mischief,2018,2,26,19,0,37XX W 12TH AVE,West Point Grey,486376.7652,5456559.8206
Mischief,2018,6,23,21,41,37XX W 1ST AVE,West Point Grey,486405.867,5457641.3929
Mischief,2018,2,28,17,35,38XX W 11TH AVE,West Point Grey,486292.3748,5456668.5507
Mischief,2018,10,4,15,30,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.6458
Mischief,2018,12,9,2,8,38XX W 15TH AVE,West Point Grey,486115.126,5456270.5978
Mischief,2018,4,12,14,52,38XX W 2ND AVE,West Point Grey,486150.388,5457503.5629
Mischief,2018,6,23,0,30,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Mischief,2018,2,9,20,0,39XX W 10TH AVE,West Point Grey,485915.4882,5456775.2545
Mischief,2018,5,29,12,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Mischief,2018,6,26,0,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Mischief,2018,11,20,6,34,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Mischief,2018,4,5,21,30,41XX W 10TH AVE,West Point Grey,485519.0773,5456783.176
Mischief,2018,7,23,13,0,41XX W 10TH AVE,West Point Grey,485519.0773,5456783.176
Mischief,2018,7,22,20,0,41XX W 10TH AVE,West Point Grey,485662.3606,5456779.1474
Mischief,2018,10,9,1,10,41XX W 10TH AVE,West Point Grey,485662.3606,5456779.1474
Mischief,2018,12,30,2,0,41XX W 12TH AVE,West Point Grey,485498.4712,5456591.3724
Mischief,2018,9,30,18,0,42XX W 14TH AVE,West Point Grey,485323.0376,5456393.4161
Mischief,2018,12,15,0,0,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Mischief,2018,1,12,21,58,43XX W 10TH AVE,West Point Grey,485222.9314,5456791.012
Mischief,2018,12,22,17,40,43XX W 14TH AVE,West Point Grey,485049.7874,5456400.4296
Mischief,2018,2,14,22,0,44XX W 10TH AVE,West Point Grey,484935.8766,5456807.6262
Mischief,2018,10,11,5,37,44XX W 10TH AVE,West Point Grey,484965.2487,5456797.7305
Mischief,2018,8,20,0,0,44XX W 14TH AVE,West Point Grey,484887.7912,5456404.6432
Mischief,2018,3,23,18,0,44XX W 14TH AVE,West Point Grey,484942.8705,5456403.1888
Mischief,2018,10,28,0,0,44XX W 14TH AVE,West Point Grey,484984.8175,5456392.9338
Mischief,2018,1,3,21,30,44XX W 6TH AVE,West Point Grey,485007.1104,5457179.6822
Mischief,2018,5,1,6,0,45XX W 10TH AVE,West Point Grey,484577.3571,5456816.7384
Mischief,2018,12,22,23,55,45XX W 12TH AVE,West Point Grey,484571.3833,5456603.9719
Mischief,2018,5,30,18,45,46XX W 13TH AVE,West Point Grey,484551.363,5456504.8548
Mischief,2018,3,13,4,0,47XX DRUMMOND DR,West Point Grey,483965.904,5457915.8178
Mischief,2018,2,2,12,45,47XX NW MARINE DR,West Point Grey,484307.3391,5458179.0801
Mischief,2018,7,14,13,30,47XX NW MARINE DR,West Point Grey,484307.3391,5458179.0801
Mischief,2018,8,1,21,55,48XX NW MARINE DR,West Point Grey,483795.3587,5458303.2874
Mischief,2018,10,29,9,0,BLANCA ST / W 16TH AVE,West Point Grey,484327.6425,5456215.668
Mischief,2018,7,9,23,45,HIGHBURY ST / POINT GREY RD,West Point Grey,486360.8654,5457740.964
Mischief,2018,1,12,15,0,HIGHBURY ST / W 5TH AVE,West Point Grey,486349.4292,5457239.7442
Mischief,2018,7,20,17,0,POINT GREY RD / WALLACE ST,West Point Grey,486216.7925,5457666.6491
Mischief,2018,3,29,18,0,TRIMBLE ST / W 14TH AVE,West Point Grey,484995.981,5456397.2128
Mischief,2018,9,9,16,0,TRIMBLE ST / W 14TH AVE,West Point Grey,484995.981,5456397.2128
Mischief,2018,7,25,17,39,W 4TH AVE / WALLACE ST,West Point Grey,486129.9137,5457332.0424
Offence Against a Person,2018,10,7,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,12,22,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,2,5,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,1,21,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,9,15,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,6,13,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,9,23,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,6,7,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,2,14,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,8,24,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,4,16,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,3,3,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,4,12,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,2,7,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,10,13,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,1,30,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,1,30,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2018,3,19,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Other Theft,2018,7,31,9,0,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Other Theft,2018,7,31,14,0,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Other Theft,2018,8,5,3,0,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Other Theft,2018,1,14,15,54,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2018,1,31,15,9,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2018,5,11,15,18,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2018,8,15,17,25,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2018,4,12,12,0,25XX CAMOSUN ST,West Point Grey,485676.0451,5456835.4316
Other Theft,2018,10,10,22,0,25XX DISCOVERY ST,West Point Grey,485225.9833,5456838.0394
Other Theft,2018,4,8,11,3,37XX W 13TH AVE,West Point Grey,486457.0249,5456464.0654
Other Theft,2018,6,17,9,24,37XX W 6TH AVE,West Point Grey,486409.7083,5457152.951
Other Theft,2018,8,18,21,45,38XX POINT GREY RD,West Point Grey,486185.3119,5457659.6832
Other Theft,2018,4,14,19,30,38XX POINT GREY RD,West Point Grey,486252.4818,5457691.0472
Other Theft,2018,12,31,12,0,38XX W 14TH AVE,West Point Grey,486271.6156,5456368.5228
Other Theft,2018,4,3,18,30,38XX W 16TH AVE,West Point Grey,486266.2066,5456164.6251
Other Theft,2018,10,3,0,0,38XX W 4TH AVE,West Point Grey,486191.7861,5457351.97
Other Theft,2018,4,15,15,30,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2018,7,15,14,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2018,7,15,22,30,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2018,2,12,1,0,39XX W 10TH AVE,West Point Grey,485902.8587,5456784.7207
Other Theft,2018,10,5,10,15,39XX W 11TH AVE,West Point Grey,486071.4409,5456674.0711
Other Theft,2018,10,20,6,18,39XX W 14TH AVE,West Point Grey,485980.6747,5456376.249
Other Theft,2018,3,6,16,0,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2018,7,9,7,30,40XX W 10TH AVE,West Point Grey,485803.9253,5456777.0788
Other Theft,2018,5,7,17,47,40XX W 13TH AVE,West Point Grey,485678.1415,5456475.5894
Other Theft,2018,2,20,4,30,41XX W 16TH AVE,West Point Grey,485497.2796,5456185.1374
Other Theft,2018,6,26,20,0,43XX NW MARINE DR,West Point Grey,485144.8787,5457752.6031
Other Theft,2018,6,25,10,8,43XX W 10TH AVE,West Point Grey,485192.8573,5456791.7994
Other Theft,2018,9,24,12,29,43XX W 10TH AVE,West Point Grey,485192.8573,5456791.7994
Other Theft,2018,10,25,16,45,43XX W 10TH AVE,West Point Grey,485222.9314,5456791.012
Other Theft,2018,6,26,9,30,43XX W 2ND AVE,West Point Grey,485040.8383,5457641.6881
Other Theft,2018,1,18,8,45,44XX W 10TH AVE,West Point Grey,484880.6626,5456799.8867
Other Theft,2018,11,14,9,29,44XX W 10TH AVE,West Point Grey,484906.0384,5456799.2398
Other Theft,2018,3,8,16,35,44XX W 10TH AVE,West Point Grey,484914.4971,5456799.0242
Other Theft,2018,6,29,13,30,44XX W 10TH AVE,West Point Grey,484982.399,5456806.4403
Other Theft,2018,10,12,4,50,44XX W 15TH AVE,West Point Grey,484817.524,5456304.7761
Other Theft,2018,11,26,8,15,44XX W 8TH AVE,West Point Grey,484997.3298,5456999.2841
Other Theft,2018,4,5,19,34,45XX W 10TH AVE,West Point Grey,484606.7487,5456815.993
Other Theft,2018,5,21,18,50,45XX W 10TH AVE,West Point Grey,484606.7487,5456815.993
Other Theft,2018,8,30,13,36,45XX W 10TH AVE,West Point Grey,484606.7487,5456815.993
Other Theft,2018,4,6,7,51,45XX W 10TH AVE,West Point Grey,484623.5439,5456815.567
Other Theft,2018,12,30,12,44,45XX W 10TH AVE,West Point Grey,484720.1162,5456813.1178
Other Theft,2018,9,14,12,57,45XX W 10TH AVE,West Point Grey,484778.6676,5456802.4858
Other Theft,2018,4,27,23,0,46XX W 10TH AVE,West Point Grey,484387.8885,5456812.7608
Other Theft,2018,11,27,0,0,46XX W 10TH AVE,West Point Grey,484486.8474,5456810.049
Other Theft,2018,5,26,14,30,47XX NW MARINE DR,West Point Grey,484307.3391,5458179.0801
Other Theft,2018,9,28,16,20,48XX NW MARINE DR,West Point Grey,483795.3587,5458303.2874
Theft from Vehicle,2018,8,8,17,0,19XX HIGHBURY ST,West Point Grey,486346.3692,5457356.1155
Theft from Vehicle,2018,12,25,21,0,25XX DISCOVERY ST,West Point Grey,485225.9833,5456838.0394
Theft from Vehicle,2018,5,9,17,30,25XX TOLMIE ST,West Point Grey,484571.5142,5456831.2417
Theft from Vehicle,2018,2,1,19,30,25XX WALLACE CRES,West Point Grey,486012.9051,5456858.6812
Theft from Vehicle,2018,2,1,18,0,26XX WALLACE ST,West Point Grey,486119.7399,5456773.0072
Theft from Vehicle,2018,10,12,21,30,27XX COURTENAY ST,West Point Grey,485449.784,5456599.3992
Theft from Vehicle,2018,9,12,19,30,27XX COURTENAY ST,West Point Grey,485451.903,5456686.9126
Theft from Vehicle,2018,8,18,0,0,29XX TRIMBLE ST,West Point Grey,485000.7253,5456404.562
Theft from Vehicle,2018,9,19,6,0,30XX ALMA ST,West Point Grey,486457.7957,5456269.1354
Theft from Vehicle,2018,3,17,2,30,30XX CROWN ST,West Point Grey,485874.0041,5456328.7803
Theft from Vehicle,2018,11,6,15,0,31XX CAMOSUN ST,West Point Grey,485659.7592,5456207.4842
Theft from Vehicle,2018,11,11,17,0,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Theft from Vehicle,2018,11,12,17,0,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Theft from Vehicle,2018,12,7,12,0,37XX W 13TH AVE,West Point Grey,486423.7252,5456466.1328
Theft from Vehicle,2018,3,4,16,0,37XX W 7TH AVE,West Point Grey,486452.1897,5457046.3635
Theft from Vehicle,2018,3,21,21,0,37XX W BROADWAY AVE,West Point Grey,486448.324,5456857.4189
Theft from Vehicle,2018,3,22,23,0,37XX W BROADWAY AVE,West Point Grey,486448.324,5456857.4189
Theft from Vehicle,2018,3,22,23,30,37XX W BROADWAY AVE,West Point Grey,486448.324,5456857.4189
Theft from Vehicle,2018,11,6,18,0,37XX W BROADWAY AVE,West Point Grey,486472.2557,5456857.2887
Theft from Vehicle,2018,8,22,17,0,38XX POINT GREY RD,West Point Grey,486194.5166,5457653.3779
Theft from Vehicle,2018,8,3,0,0,38XX POINT GREY RD,West Point Grey,486325.2175,5457730.1897
Theft from Vehicle,2018,3,25,17,0,38XX W 11TH AVE,West Point Grey,486212.0185,5456670.6358
Theft from Vehicle,2018,7,2,17,0,38XX W 11TH AVE,West Point Grey,486237.3942,5456669.9774
Theft from Vehicle,2018,6,8,12,0,38XX W 11TH AVE,West Point Grey,486325.9718,5456658.5318
Theft from Vehicle,2018,10,26,23,30,38XX W 11TH AVE,West Point Grey,486325.9718,5456658.5318
Theft from Vehicle,2018,5,5,0,0,38XX W 12TH AVE,West Point Grey,486147.5331,5456574.5834
Theft from Vehicle,2018,3,3,2,0,38XX W 12TH AVE,West Point Grey,486181.4475,5456573.7938
Theft from Vehicle,2018,11,5,23,0,38XX W 12TH AVE,West Point Grey,486325.3711,5456561.2965
Theft from Vehicle,2018,2,9,19,0,38XX W 13TH AVE,West Point Grey,486112.37,5456464.3941
Theft from Vehicle,2018,11,8,9,0,38XX W 13TH AVE,West Point Grey,486150.9306,5456472.5369
Theft from Vehicle,2018,11,26,20,30,38XX W 13TH AVE,West Point Grey,486227.5757,5456470.5406
Theft from Vehicle,2018,8,9,21,30,38XX W 13TH AVE,West Point Grey,486321.0148,5456458.9598
Theft from Vehicle,2018,10,5,18,0,38XX W 15TH AVE,West Point Grey,486213.1396,5456258.9783
Theft from Vehicle,2018,2,21,5,14,38XX W 2ND AVE,West Point Grey,486149.1748,5457503.568
Theft from Vehicle,2018,12,12,22,30,38XX W 2ND AVE,West Point Grey,486351.8505,5457531.4188
Theft from Vehicle,2018,5,16,16,0,38XX W 3RD AVE,West Point Grey,486139.8853,5457436.8951
Theft from Vehicle,2018,6,4,19,30,38XX W 3RD AVE,West Point Grey,486241.3102,5457435.6486
Theft from Vehicle,2018,10,26,1,0,38XX W 4TH AVE,West Point Grey,486191.7861,5457351.97
Theft from Vehicle,2018,8,4,20,0,38XX W 4TH AVE,West Point Grey,486274.1682,5457343.1609
Theft from Vehicle,2018,7,12,17,29,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Theft from Vehicle,2018,10,10,17,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Theft from Vehicle,2018,11,13,17,0,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Theft from Vehicle,2018,4,13,23,30,39XX W 10TH AVE,West Point Grey,485915.7192,5456784.3956
Theft from Vehicle,2018,7,24,22,30,39XX W 14TH AVE,West Point Grey,485980.6747,5456376.249
Theft from Vehicle,2018,10,23,23,0,39XX W 14TH AVE,West Point Grey,486096.064,5456364.0331
Theft from Vehicle,2018,12,27,20,0,39XX W BROADWAY AVE,West Point Grey,486049.8661,5456912.574
Theft from Vehicle,2018,7,10,17,30,40XX W 10TH AVE,West Point Grey,485820.9967,5456776.841
Theft from Vehicle,2018,7,3,13,0,40XX W 11TH AVE,West Point Grey,485715.5349,5456676.13
Theft from Vehicle,2018,11,13,3,0,40XX W 12TH AVE,West Point Grey,485875.1224,5456571.9355
Theft from Vehicle,2018,1,18,23,0,40XX W 15TH AVE,West Point Grey,485761.0558,5456276.5517
Theft from Vehicle,2018,6,22,23,0,40XX W 15TH AVE,West Point Grey,485815.8841,5456275.0569
Theft from Vehicle,2018,4,6,9,0,40XX W 15TH AVE,West Point Grey,485870.4633,5456264.4214
Theft from Vehicle,2018,3,2,10,0,41XX CROWN CRES,West Point Grey,485477.2609,5456926.9035
Theft from Vehicle,2018,3,23,16,0,41XX W 10TH AVE,West Point Grey,485584.4631,5456790.4852
Theft from Vehicle,2018,4,14,21,30,41XX W 10TH AVE,West Point Grey,485662.3606,5456779.1474
Theft from Vehicle,2018,12,30,2,0,41XX W 12TH AVE,West Point Grey,485498.4712,5456591.3724
Theft from Vehicle,2018,11,30,15,30,41XX W 12TH AVE,West Point Grey,485659.8702,5456578.5404
Theft from Vehicle,2018,5,10,15,0,41XX W 13TH AVE,West Point Grey,485491.2482,5456480.5278
Theft from Vehicle,2018,3,21,22,0,41XX W 14TH AVE,West Point Grey,485653.7333,5456375.6227
Theft from Vehicle,2018,3,23,23,30,41XX W 14TH AVE,West Point Grey,485653.7333,5456375.6227
Theft from Vehicle,2018,8,18,21,0,41XX W 14TH AVE,West Point Grey,485653.7333,5456375.6227
Theft from Vehicle,2018,4,20,0,0,41XX W 15TH AVE,West Point Grey,485573.7572,5456282.6117
