TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2020,6,15,21,0,28XX TRIMBLE ST,West Point Grey,485005.497,5456596.7915
Theft from Vehicle,2020,8,7,18,0,28XX TRIMBLE ST,West Point Grey,485005.497,5456596.7915
Theft from Vehicle,2020,12,25,17,0,29XX CROWN ST,West Point Grey,485884.4728,5456385.6609
Theft from Vehicle,2020,7,25,23,0,29XX HIGHBURY ST,West Point Grey,486332.225,5456458.1912
Theft from Vehicle,2020,9,27,20,0,30XX CROWN ST,West Point Grey,485884.1339,5456371.0896
Theft from Vehicle,2020,5,23,22,0,31XX CROWN ST,West Point Grey,485871.8096,5456237.5063
Theft from Vehicle,2020,6,30,19,0,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Theft from Vehicle,2020,11,21,12,0,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Theft from Vehicle,2020,11,22,0,0,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Theft from Vehicle,2020,12,24,7,0,37XX W 10TH AVE,West Point Grey,486358.4891,5456772.7347
Theft from Vehicle,2020,4,17,19,0,37XX W 14TH AVE,West Point Grey,486422.9802,5456355.4965
Theft from Vehicle,2020,11,21,16,0,37XX W 14TH AVE,West Point Grey,486460.5253,5456354.5526
Theft from Vehicle,2020,9,11,6,0,37XX W 15TH AVE,West Point Grey,486364.0146,5456255.1784
Theft from Vehicle,2020,11,21,18,0,37XX W 15TH AVE,West Point Grey,486454.9503,5456252.897
Theft from Vehicle,2020,5,28,23,0,37XX W 3RD AVE,West Point Grey,486447.8295,5457440.7868
Theft from Vehicle,2020,10,29,11,0,37XX W 3RD AVE,West Point Grey,486447.8295,5457440.7868
Theft from Vehicle,2020,7,24,21,30,37XX W 5TH AVE,West Point Grey,486484.1612,5457233.3514
Theft from Vehicle,2020,2,21,9,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft from Vehicle,2020,3,14,21,30,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Theft from Vehicle,2020,2,19,0,0,37XX W 6TH AVE,West Point Grey,486440.6215,5457152.0436
Theft from Vehicle,2020,11,28,8,9,37XX W 8TH AVE,West Point Grey,486359.1727,5456956.6256
Theft from Vehicle,2020,4,8,20,0,38XX W 10TH AVE,West Point Grey,486259.5616,5456766.5281
Theft from Vehicle,2020,2,5,4,0,38XX W 12TH AVE,West Point Grey,486150.6896,5456574.5096
Theft from Vehicle,2020,9,5,20,0,38XX W 12TH AVE,West Point Grey,486270.473,5456571.7211
Theft from Vehicle,2020,9,4,23,0,38XX W 13TH AVE,West Point Grey,486184.757,5456462.5088
Theft from Vehicle,2020,3,8,22,0,38XX W 14TH AVE,West Point Grey,486292.6819,5456358.8167
Theft from Vehicle,2020,9,20,15,0,38XX W 14TH AVE,West Point Grey,486318.2524,5456358.1383
Theft from Vehicle,2020,1,31,18,0,38XX W 15TH AVE,West Point Grey,486213.1396,5456258.9783
Theft from Vehicle,2020,9,29,21,0,38XX W 15TH AVE,West Point Grey,486315.6552,5456256.3924
Theft from Vehicle,2020,8,8,23,0,38XX W 3RD AVE,West Point Grey,486317.4913,5457443.8571
Theft from Vehicle,2020,9,8,22,30,38XX W BROADWAY AVE,West Point Grey,486146.8654,5456892.5234
Theft from Vehicle,2020,9,25,7,0,38XX W BROADWAY AVE,West Point Grey,486183.2873,5456870.028
Theft from Vehicle,2020,2,16,14,0,39XX W 10TH AVE,West Point Grey,486074.1015,5456771.245
Theft from Vehicle,2020,12,16,16,0,39XX W 10TH AVE,West Point Grey,486108.3963,5456770.3781
Theft from Vehicle,2020,6,8,23,0,39XX W 11TH AVE,West Point Grey,485917.3114,5456668.1235
Theft from Vehicle,2020,3,17,20,0,39XX W 11TH AVE,West Point Grey,486056.1558,5456674.3885
Theft from Vehicle,2020,11,22,21,0,39XX W 12TH AVE,West Point Grey,486074.2857,5456576.3007
Theft from Vehicle,2020,7,30,15,0,39XX W 13TH AVE,West Point Grey,486051.7591,5456465.9561
Theft from Vehicle,2020,11,24,19,0,39XX W 13TH AVE,West Point Grey,486086.1139,5456465.0719
Theft from Vehicle,2020,4,2,20,0,39XX W 14TH AVE,West Point Grey,486071.3403,5456373.8376
Theft from Vehicle,2020,8,8,17,30,40XX W 12TH AVE,West Point Grey,485778.6828,5456584.067
Theft from Vehicle,2020,4,8,0,0,40XX W 13TH AVE,West Point Grey,485728.4792,5456474.2896
Theft from Vehicle,2020,10,5,6,5,40XX W 13TH AVE,West Point Grey,485770.4274,5456473.2064
Theft from Vehicle,2020,5,18,8,30,40XX W 14TH AVE,West Point Grey,485772.2746,5456381.7079
Theft from Vehicle,2020,5,21,22,0,40XX W 8TH AVE,West Point Grey,485874.9422,5456953.8205
Theft from Vehicle,2020,2,3,17,0,41XX W 10TH AVE,West Point Grey,485514.9924,5456792.4385
Theft from Vehicle,2020,8,14,5,0,41XX W 11TH AVE,West Point Grey,485500.2417,5456691.7523
Theft from Vehicle,2020,8,29,23,0,41XX W 15TH AVE,West Point Grey,485553.4657,5456274.2451
Theft from Vehicle,2020,10,11,17,30,41XX W 15TH AVE,West Point Grey,485553.8189,5456283.3822
Theft from Vehicle,2020,11,18,9,0,41XX W 15TH AVE,West Point Grey,485553.8189,5456283.3822
Theft from Vehicle,2020,6,19,16,0,41XX W 16TH AVE,West Point Grey,485555.363,5456184.0429
Theft from Vehicle,2020,11,24,23,0,41XX W 16TH AVE,West Point Grey,485576.7111,5456183.6404
Theft from Vehicle,2020,7,24,23,0,42XX W 11TH AVE,West Point Grey,485241.9013,5456686.6161
Theft from Vehicle,2020,7,24,22,30,42XX W 11TH AVE,West Point Grey,485420.2048,5456693.4877
Theft from Vehicle,2020,10,18,22,0,42XX W 12TH AVE,West Point Grey,485306.9663,5456586.7207
Theft from Vehicle,2020,9,23,21,0,42XX W 12TH AVE,West Point Grey,485438.206,5456583.6075
Theft from Vehicle,2020,7,4,2,30,42XX W 13TH AVE,West Point Grey,485321.2083,5456484.9133
Theft from Vehicle,2020,5,23,18,0,42XX W 14TH AVE,West Point Grey,485335.4889,5456393.0871
Theft from Vehicle,2020,1,12,19,0,42XX W 16TH AVE,West Point Grey,485380.2048,5456187.5249
Theft from Vehicle,2020,5,20,1,0,42XX W 9TH AVE,West Point Grey,485247.8337,5456887.3277
Theft from Vehicle,2020,8,12,23,30,42XX W 9TH AVE,West Point Grey,485295.3219,5456885.9774
Theft from Vehicle,2020,3,17,12,0,42XX W 9TH AVE,West Point Grey,485315.3169,5456885.4088
Theft from Vehicle,2020,10,23,12,0,43XX LOCARNO CRES,West Point Grey,485199.5955,5457371.3367
Theft from Vehicle,2020,7,25,3,26,43XX W 11TH AVE,West Point Grey,485091.3382,5456690.2928
Theft from Vehicle,2020,4,8,23,0,43XX W 12TH AVE,West Point Grey,485084.6602,5456591.9518
Theft from Vehicle,2020,4,18,21,0,43XX W 12TH AVE,West Point Grey,485093.441,5456600.8927
Theft from Vehicle,2020,5,14,23,0,43XX W 13TH AVE,West Point Grey,485060.7872,5456500.7306
Theft from Vehicle,2020,10,10,22,0,43XX W 13TH AVE,West Point Grey,485176.1409,5456488.6219
Theft from Vehicle,2020,1,24,8,10,43XX W 13TH AVE,West Point Grey,485210.2075,5456487.7475
Theft from Vehicle,2020,2,4,18,45,43XX W 14TH AVE,West Point Grey,485135.2568,5456398.2746
Theft from Vehicle,2020,8,18,0,1,43XX W 15TH AVE,West Point Grey,485123.7942,5456287.2671
Theft from Vehicle,2020,9,23,21,0,43XX W 9TH AVE,West Point Grey,485071.5897,5456901.1094
Theft from Vehicle,2020,9,13,22,0,43XX W 9TH AVE,West Point Grey,485118.2306,5456890.7461
Theft from Vehicle,2020,10,27,17,30,44XX W 10TH AVE,West Point Grey,484869.3774,5456809.3213
Theft from Vehicle,2020,8,21,14,0,44XX W 12TH AVE,West Point Grey,484994.2411,5456594.0682
Theft from Vehicle,2020,8,18,1,0,44XX W 13TH AVE,West Point Grey,484826.4931,5456497.7189
Theft from Vehicle,2020,8,7,23,0,44XX W 13TH AVE,West Point Grey,484833.1582,5456497.5432
Theft from Vehicle,2020,4,20,0,58,44XX W 13TH AVE,West Point Grey,484915.6277,5456504.5153
Theft from Vehicle,2020,2,18,20,0,44XX W 14TH AVE,West Point Grey,484824.2383,5456406.3214
Theft from Vehicle,2020,7,9,18,0,44XX W 15TH AVE,West Point Grey,484986.7503,5456291.0836
Theft from Vehicle,2020,5,5,20,0,44XX W 1ST AVE,West Point Grey,484991.5038,5457719.5981
Theft from Vehicle,2020,3,29,22,0,44XX W 3RD AVE,West Point Grey,484995.5442,5457513.2819
Theft from Vehicle,2020,6,18,23,0,44XX W 5TH AVE,West Point Grey,484874.8331,5457279.8842
Theft from Vehicle,2020,5,28,18,0,44XX W 6TH AVE,West Point Grey,484902.2743,5457192.3082
Theft from Vehicle,2020,10,3,23,0,44XX W 7TH AVE,West Point Grey,484911.981,5457098.7393
Theft from Vehicle,2020,8,25,21,30,44XX W 9TH AVE,West Point Grey,484901.0668,5456896.5446
Theft from Vehicle,2020,9,13,18,0,44XX W 9TH AVE,West Point Grey,484901.0668,5456896.5446
Theft from Vehicle,2020,9,15,0,0,44XX W 9TH AVE,West Point Grey,484914.0156,5456905.3382
Theft from Vehicle,2020,4,30,20,0,45XX LANGARA AVE,West Point Grey,484662.875,5457825.7007
Theft from Vehicle,2020,10,24,18,0,45XX LANGARA AVE,West Point Grey,484692.125,5457815.8785
Theft from Vehicle,2020,6,22,0,0,45XX W 11TH AVE,West Point Grey,484772.3283,5456701.346
Theft from Vehicle,2020,3,20,17,0,45XX W 14TH AVE,West Point Grey,484599.0076,5456403.1069
Theft from Vehicle,2020,3,23,21,0,45XX W 14TH AVE,West Point Grey,484619.3747,5456411.718
Theft from Vehicle,2020,4,30,23,0,45XX W 14TH AVE,West Point Grey,484663.3233,5456401.4142
Theft from Vehicle,2020,8,8,18,30,45XX W 14TH AVE,West Point Grey,484735.0353,5456408.6736
Theft from Vehicle,2020,11,8,5,56,45XX W 14TH AVE,West Point Grey,484768.4283,5456398.6473
Theft from Vehicle,2020,1,28,18,0,45XX W 15TH AVE,West Point Grey,484559.7138,5456311.8771
Theft from Vehicle,2020,5,14,13,0,45XX W 2ND AVE,West Point Grey,484600.8951,5457643.6833
Theft from Vehicle,2020,1,19,12,0,45XX W 2ND AVE,West Point Grey,484626.5207,5457651.9231
Theft from Vehicle,2020,5,24,12,0,45XX W 6TH AVE,West Point Grey,484587.2594,5457190.4863
Theft from Vehicle,2020,8,24,23,0,45XX W 6TH AVE,West Point Grey,484591.6907,5457199.5504
Theft from Vehicle,2020,8,28,23,0,45XX W 6TH AVE,West Point Grey,484591.6907,5457199.5504
Theft from Vehicle,2020,6,2,23,30,45XX W 6TH AVE,West Point Grey,484629.8908,5457189.7021
Theft from Vehicle,2020,3,26,10,0,45XX W 7TH AVE,West Point Grey,484627.3291,5457096.004
Theft from Vehicle,2020,4,2,22,0,46XX DRUMMOND DR,West Point Grey,484422.2348,5457723.172
Theft from Vehicle,2020,5,6,21,0,46XX DRUMMOND DR,West Point Grey,484466.0588,5457651.4667
Theft from Vehicle,2020,4,30,21,30,46XX LANGARA AVE,West Point Grey,484571.1354,5457804.9147
Theft from Vehicle,2020,10,9,0,5,46XX NW MARINE DR,West Point Grey,484431.0901,5458109.9745
Theft from Vehicle,2020,1,31,23,0,46XX W 10TH AVE,West Point Grey,484445.0187,5456811.1986
Theft from Vehicle,2020,2,1,0,1,46XX W 10TH AVE,West Point Grey,484445.0187,5456811.1986
Theft from Vehicle,2020,5,11,21,0,46XX W 10TH AVE,West Point Grey,484445.0187,5456811.1986
Theft from Vehicle,2020,10,18,21,30,46XX W 10TH AVE,West Point Grey,484445.0187,5456811.1986
Theft from Vehicle,2020,10,23,23,0,46XX W 10TH AVE,West Point Grey,484445.0187,5456811.1986
Theft from Vehicle,2020,11,10,20,0,46XX W 10TH AVE,West Point Grey,484486.0574,5456819.2222
Theft from Vehicle,2020,11,10,21,0,46XX W 10TH AVE,West Point Grey,484486.0574,5456819.2222
Theft from Vehicle,2020,9,29,0,0,46XX W 10TH AVE,West Point Grey,484556.2597,5456808.1524
Theft from Vehicle,2020,10,25,23,0,46XX W 11TH AVE,West Point Grey,484544.8135,5456707.011
Theft from Vehicle,2020,8,7,23,0,46XX W 12TH AVE,West Point Grey,484355.7917,5456618.1979
Theft from Vehicle,2020,6,18,20,0,46XX W 12TH AVE,West Point Grey,484475.068,5456606.2409
Theft from Vehicle,2020,12,4,21,0,46XX W 12TH AVE,West Point Grey,484480.7857,5456615.2532
Theft from Vehicle,2020,4,28,12,0,46XX W 12TH AVE,West Point Grey,484506.6466,5456614.644
Theft from Vehicle,2020,12,12,17,0,46XX W 12TH AVE,West Point Grey,484549.3493,5456604.4909
Theft from Vehicle,2020,7,23,18,0,46XX W 13TH AVE,West Point Grey,484546.8795,5456504.9643
Theft from Vehicle,2020,3,3,16,45,46XX W 14TH AVE,West Point Grey,484346.1179,5456418.5249
Theft from Vehicle,2020,8,30,3,0,46XX W 14TH AVE,West Point Grey,484449.6068,5456406.8445
Theft from Vehicle,2020,2,13,20,0,46XX W 15TH AVE,West Point Grey,484464.6466,5456305.3876
Theft from Vehicle,2020,2,4,17,30,46XX W 15TH AVE,West Point Grey,484486.0977,5456304.7874
Theft from Vehicle,2020,6,25,22,0,46XX W 3RD AVE,West Point Grey,484372.22,5457517.8381
Theft from Vehicle,2020,1,23,1,0,46XX W 3RD AVE,West Point Grey,484392.9404,5457517.4628
Theft from Vehicle,2020,1,22,11,2,46XX W 3RD AVE,West Point Grey,484441.0276,5457525.7358
Theft from Vehicle,2020,3,21,1,50,46XX W 3RD AVE,West Point Grey,484578.1453,5457514.1039
Theft from Vehicle,2020,8,18,23,0,46XX W 5TH AVE,West Point Grey,484388.0194,5457300.5105
Theft from Vehicle,2020,7,11,17,0,46XX W 5TH AVE,West Point Grey,484525.0012,5457288.2473
Theft from Vehicle,2020,8,29,0,0,46XX W 8TH AVE,West Point Grey,484507.6936,5457003.181
Theft from Vehicle,2020,12,24,15,0,46XX W 8TH AVE,West Point Grey,484564.8661,5457001.5153
Theft from Vehicle,2020,9,7,23,0,47XX BELMONT AVE,West Point Grey,484235.3109,5457997.0816
Theft from Vehicle,2020,8,23,3,30,47XX BELMONT AVE,West Point Grey,484350.2731,5457911.8699
Theft from Vehicle,2020,8,3,12,40,47XX NW MARINE DR,West Point Grey,484285.5729,5458184.7526
Theft from Vehicle,2020,3,22,20,0,47XX W 4TH AVE,West Point Grey,484329.9746,5457390.1236
Theft from Vehicle,2020,8,28,22,30,47XX W 6TH AVE,West Point Grey,484355.6064,5457200.1542
Theft from Vehicle,2020,10,1,0,0,48XX FANNIN AVE,West Point Grey,483841.6893,5457997.4056
Theft from Vehicle,2020,8,25,15,0,48XX NW MARINE DR,West Point Grey,484016.1425,5458226.0208
Theft from Vehicle,2020,6,19,20,0,CAMOSUN ST / CROWN CRES,West Point Grey,485673.7147,5456888.6832
Theft from Vehicle,2020,10,29,21,0,CAMOSUN ST / CROWN CRES,West Point Grey,485673.7147,5456888.6832
Theft from Vehicle,2020,2,5,13,55,CAMOSUN ST / W 10TH AVE,West Point Grey,485669.2796,5456783.5268
Theft from Vehicle,2020,6,10,22,0,CAMOSUN ST / W 13TH AVE,West Point Grey,485663.3099,5456480.5459
Theft from Vehicle,2020,6,19,1,0,CAMOSUN ST / W 14TH AVE,West Point Grey,485660.472,5456380.021
Theft from Vehicle,2020,9,27,21,0,COURTENAY ST / W 11TH AVE,West Point Grey,485447.3697,5456688.5689
Theft from Vehicle,2020,11,26,18,0,COURTENAY ST / W 15TH AVE,West Point Grey,485437.2894,5456283.3111
Theft from Vehicle,2020,10,22,17,0,DISCOVERY ST / W 10TH AVE,West Point Grey,485229.7698,5456795.4061
Theft from Vehicle,2020,8,8,0,0,HIGHBURY ST / W 16TH AVE,West Point Grey,486319.8077,5456157.7574
Theft from Vehicle,2020,3,10,23,0,HIGHBURY ST / W 3RD AVE,West Point Grey,486353.6261,5457438.8407
Theft from Vehicle,2020,4,5,2,23,TOLMIE ST / W 15TH AVE,West Point Grey,484552.9979,5456307.4893
Theft from Vehicle,2020,2,12,4,0,TRIMBLE ST / W 12TH AVE,West Point Grey,485000.9682,5456598.4853
Theft from Vehicle,2020,8,23,17,0,TRIMBLE ST / W 7TH AVE,West Point Grey,485015.3192,5457090.8782
Theft of Bicycle,2020,9,1,15,43,13XX DISCOVERY ST,West Point Grey,485255.43,5458013.3709
Theft of Bicycle,2020,7,31,5,0,17XX WALLACE ST,West Point Grey,486211.2024,5457602.0645
Theft of Bicycle,2020,8,8,16,30,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Theft of Bicycle,2020,6,30,18,0,24XX TOLMIE ST,West Point Grey,484566.3583,5456981.5878
Theft of Bicycle,2020,7,9,18,0,25XX BLANCA ST,West Point Grey,484347.164,5456881.059
Theft of Bicycle,2020,10,18,18,0,25XX DISCOVERY ST,West Point Grey,485226.0105,5456839.5176
Theft of Bicycle,2020,6,17,2,0,25XX HIGHBURY ST,West Point Grey,486341.0235,5456809.7557
Theft of Bicycle,2020,9,4,13,0,37XX W 11TH AVE,West Point Grey,486401.3322,5456656.5325
Theft of Bicycle,2020,9,14,0,0,37XX W 8TH AVE,West Point Grey,486449.539,5456955.2204
Theft of Bicycle,2020,9,22,18,15,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Theft of Bicycle,2020,8,9,11,0,38XX W 2ND AVE,West Point Grey,486199.4692,5457503.3635
Theft of Bicycle,2020,7,15,12,30,38XX W 2ND AVE,West Point Grey,486221.9315,5457544.0339
Theft of Bicycle,2020,10,3,14,3,38XX W BROADWAY AVE,West Point Grey,486173.4749,5456880.904
Theft of Bicycle,2020,8,10,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Theft of Bicycle,2020,3,31,21,0,39XX W 10TH AVE,West Point Grey,485988.5956,5456782.5534
Theft of Bicycle,2020,2,16,14,0,39XX W 10TH AVE,West Point Grey,486074.1015,5456771.245
Theft of Bicycle,2020,6,16,1,0,39XX W 11TH AVE,West Point Grey,486071.4409,5456674.0711
Theft of Bicycle,2020,7,6,0,0,40XX W 14TH AVE,West Point Grey,485759.4254,5456372.8926
Theft of Bicycle,2020,3,1,11,24,41XX W 13TH AVE,West Point Grey,485643.8439,5456476.4877
Theft of Bicycle,2020,12,20,22,30,42XX W 8TH AVE,West Point Grey,485242.8043,5456982.8384
Theft of Bicycle,2020,9,5,17,0,43XX LOCARNO CRES,West Point Grey,485138.1815,5457392.9737
Theft of Bicycle,2020,7,16,19,30,43XX W 10TH AVE,West Point Grey,485144.4097,5456793.0677
Theft of Bicycle,2020,7,10,1,40,43XX W 15TH AVE,West Point Grey,485025.6478,5456290.0053
Theft of Bicycle,2020,8,19,23,30,43XX W 16TH AVE,West Point Grey,485010.5329,5456196.409
Theft of Bicycle,2020,10,25,18,0,44XX W 10TH AVE,West Point Grey,484869.3774,5456809.3213
Theft of Bicycle,2020,11,28,22,0,44XX W 10TH AVE,West Point Grey,484869.3774,5456809.3213
Theft of Bicycle,2020,7,8,19,0,44XX W 11TH AVE,West Point Grey,484802.8054,5456709.4542
Theft of Bicycle,2020,9,29,10,57,44XX W 5TH AVE,West Point Grey,484808.3769,5457291.4168
Theft of Bicycle,2020,5,16,20,0,44XX W 5TH AVE,West Point Grey,484862.6387,5457289.4713
Theft of Bicycle,2020,7,19,7,34,44XX W 5TH AVE,West Point Grey,484904.3787,5457287.9747
Theft of Bicycle,2020,2,17,9,45,45XX W 10TH AVE,West Point Grey,484774.29,5456802.5968
Theft of Bicycle,2020,5,5,22,0,46XX NW MARINE DR,West Point Grey,484425.7691,5458112.835
Theft of Bicycle,2020,11,13,18,0,46XX W 11TH AVE,West Point Grey,484453.444,5456707.9677
Theft of Bicycle,2020,8,30,4,0,46XX W 15TH AVE,West Point Grey,484383.1323,5456307.6684
Theft of Bicycle,2020,8,29,0,0,46XX W 9TH AVE,West Point Grey,484510.5321,5456916.1631
Theft of Bicycle,2020,8,18,18,0,TRIMBLE ST / W 10TH AVE,West Point Grey,485005.8136,5456801.2704
Theft of Vehicle,2020,9,20,21,0,23XX SASAMAT ST,West Point Grey,484794.7888,5457014.2616
Theft of Vehicle,2020,1,23,22,0,38XX ANTWERP LANE,West Point Grey,486341.6321,5457017.6599
Theft of Vehicle,2020,3,29,22,0,39XX W BROADWAY AVE,West Point Grey,485994.9793,5456927.7991
Theft of Vehicle,2020,5,9,22,0,40XX W 14TH AVE,West Point Grey,485699.4907,5456374.4404
Theft of Vehicle,2020,6,14,19,0,41XX W 14TH AVE,West Point Grey,485649.3201,5456375.7378
Theft of Vehicle,2020,9,6,1,0,43XX W 15TH AVE,West Point Grey,485209.1389,5456284.8861
Theft of Vehicle,2020,3,3,21,12,45XX W 5TH AVE,West Point Grey,484726.7362,5457293.1728
Theft of Vehicle,2020,10,21,9,5,47XX DRUMMOND DR,West Point Grey,484050.0056,5457905.5034
Vehicle Collision or Pedestrian Struck (with Fatality),2020,9,28,17,9,W 10TH AVE / SASAMAT ST,West Point Grey,484785.0,5456806.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,10,8,11,58,46XX BLOCK W 11TH AVE,West Point Grey,484527.0,5456712.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,7,12,20,29,47XX NW MARINE DR,West Point Grey,484328.0,5458168.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,5,13,16,42,ALMA ST / W 10TH AVE,West Point Grey,486474.0,5456763.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,7,22,19,45,ALMA ST / W 4TH AVE,West Point Grey,486491.0,5457332.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,1,28,15,27,HIGHBURY ST / W 4TH AVE,West Point Grey,486350.0,5457336.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,10,27,15,55,W 10TH AVE / HIGHBURY ST,West Point Grey,486335.0,5456769.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,10,27,9,57,W 4TH AVE / ALMA ST,West Point Grey,486491.0,5457332.0
Vehicle Collision or Pedestrian Struck (with Injury),2020,11,2,18,29,W 4TH AVE / BLANCA ST,West Point Grey,484359.0,5457394.0
