TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Residential/Other,2020,9,23,0,0,38XX W 10TH AVE,West Point Grey,486282.4408,5456775.0923
Break and Enter Residential/Other,2020,4,6,3,23,38XX W 11TH AVE,West Point Grey,486127.433,5456672.8308
Break and Enter Residential/Other,2020,12,18,6,7,38XX W 11TH AVE,West Point Grey,486186.6429,5456671.2944
Break and Enter Residential/Other,2020,9,14,12,42,38XX W 13TH AVE,West Point Grey,486303.9826,5456459.4034
Break and Enter Residential/Other,2020,5,16,7,37,38XX W 14TH AVE,West Point Grey,486194.6615,5456361.417
Break and Enter Residential/Other,2020,5,12,0,0,38XX W 15TH AVE,West Point Grey,486221.6825,5456258.7628
Break and Enter Residential/Other,2020,9,26,10,57,38XX W 1ST AVE,West Point Grey,486288.9441,5457635.2582
Break and Enter Residential/Other,2020,12,5,0,0,38XX W 1ST AVE,West Point Grey,486346.4535,5457633.9943
Break and Enter Residential/Other,2020,9,10,20,0,38XX W 2ND AVE,West Point Grey,486232.8593,5457543.7421
Break and Enter Residential/Other,2020,2,27,23,0,38XX W 3RD AVE,West Point Grey,486211.8403,5457445.1555
Break and Enter Residential/Other,2020,8,8,23,0,38XX W 3RD AVE,West Point Grey,486317.4913,5457443.8571
Break and Enter Residential/Other,2020,1,27,23,30,38XX W BROADWAY AVE,West Point Grey,486173.4749,5456880.904
Break and Enter Residential/Other,2020,6,13,13,0,38XX W BROADWAY AVE,West Point Grey,486284.4512,5456866.5266
Break and Enter Residential/Other,2020,9,9,7,48,39XX W 10TH AVE,West Point Grey,486040.0378,5456781.253
Break and Enter Residential/Other,2020,2,16,14,0,39XX W 10TH AVE,West Point Grey,486074.1015,5456771.245
Break and Enter Residential/Other,2020,11,15,20,0,39XX W 13TH AVE,West Point Grey,485970.1664,5456468.0561
Break and Enter Residential/Other,2020,9,29,19,0,39XX W 13TH AVE,West Point Grey,485996.1678,5456476.534
Break and Enter Residential/Other,2020,9,29,11,31,39XX W 13TH AVE,West Point Grey,486037.1923,5456475.4785
Break and Enter Residential/Other,2020,7,30,15,0,39XX W 13TH AVE,West Point Grey,486051.7591,5456465.9561
Break and Enter Residential/Other,2020,11,22,14,33,39XX W 13TH AVE,West Point Grey,486069.1718,5456474.655
Break and Enter Residential/Other,2020,11,28,20,12,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Break and Enter Residential/Other,2020,11,14,12,45,40XX W 10TH AVE,West Point Grey,485774.0503,5456777.4949
Break and Enter Residential/Other,2020,1,27,11,44,40XX W 4TH AVE,West Point Grey,485800.8202,5457337.5655
Break and Enter Residential/Other,2020,1,30,12,57,40XX W 4TH AVE,West Point Grey,485800.8202,5457337.5655
Break and Enter Residential/Other,2020,9,15,13,44,40XX W 8TH AVE,West Point Grey,485890.0988,5456949.6694
Break and Enter Residential/Other,2020,6,15,3,45,41XX W 14TH AVE,West Point Grey,485539.439,5456378.5946
Break and Enter Residential/Other,2020,8,29,23,0,41XX W 15TH AVE,West Point Grey,485553.4657,5456274.2451
Break and Enter Residential/Other,2020,7,17,5,10,41XX W 8TH AVE,West Point Grey,485688.261,5456979.5162
Break and Enter Residential/Other,2020,9,3,0,0,42XX W 12TH AVE,West Point Grey,485404.5545,5456593.5523
Break and Enter Residential/Other,2020,11,1,7,52,42XX W 13TH AVE,West Point Grey,485309.7221,5456494.3534
Break and Enter Residential/Other,2020,8,2,23,22,42XX W 15TH AVE,West Point Grey,485349.8462,5456281.0915
Break and Enter Residential/Other,2020,5,16,23,0,43XX JERICHO CIRC,West Point Grey,485154.9211,5457489.2557
Break and Enter Residential/Other,2020,4,25,2,45,43XX W 11TH AVE,West Point Grey,485035.5594,5456691.7275
Break and Enter Residential/Other,2020,8,18,11,4,43XX W 12TH AVE,West Point Grey,485127.7081,5456600.0902
Break and Enter Residential/Other,2020,10,10,22,0,43XX W 13TH AVE,West Point Grey,485176.1409,5456488.6219
Break and Enter Residential/Other,2020,3,7,12,48,43XX W 14TH AVE,West Point Grey,485066.6508,5456390.8575
Break and Enter Residential/Other,2020,3,31,6,0,43XX W 15TH AVE,West Point Grey,485111.2475,5456296.7647
Break and Enter Residential/Other,2020,5,16,22,30,43XX W 3RD AVE,West Point Grey,485087.6698,5457512.1726
Break and Enter Residential/Other,2020,9,13,22,0,43XX W 3RD AVE,West Point Grey,485206.3969,5457509.4233
Break and Enter Residential/Other,2020,5,17,2,30,43XX W 3RD AVE,West Point Grey,485218.8954,5457509.1509
Break and Enter Residential/Other,2020,10,29,9,0,43XX W 3RD AVE,West Point Grey,485237.6432,5457508.7423
Break and Enter Residential/Other,2020,12,11,11,35,44XX NW MARINE DR,West Point Grey,484908.2155,5457999.4676
Break and Enter Residential/Other,2020,7,10,7,50,44XX W 11TH AVE,West Point Grey,484886.7997,5456697.057
Break and Enter Residential/Other,2020,2,19,11,57,44XX W 12TH AVE,West Point Grey,484820.879,5456607.2451
Break and Enter Residential/Other,2020,2,18,23,7,44XX W 13TH AVE,West Point Grey,484784.1628,5456498.8352
Break and Enter Residential/Other,2020,4,28,14,41,44XX W 13TH AVE,West Point Grey,484894.2215,5456495.9326
Break and Enter Residential/Other,2020,2,16,17,13,44XX W 13TH AVE,West Point Grey,484953.4838,5456494.3697
Break and Enter Residential/Other,2020,2,18,20,0,44XX W 14TH AVE,West Point Grey,484824.2383,5456406.3214
Break and Enter Residential/Other,2020,8,10,0,0,44XX W 16TH AVE,West Point Grey,484865.7132,5456201.1299
Break and Enter Residential/Other,2020,5,15,11,55,44XX W 2ND AVE,West Point Grey,484963.7114,5457634.4317
Break and Enter Residential/Other,2020,12,16,21,0,44XX W 3RD AVE,West Point Grey,484990.5496,5457504.2604
Break and Enter Residential/Other,2020,5,17,0,0,44XX W 4TH AVE,West Point Grey,484992.6112,5457381.1145
Break and Enter Residential/Other,2020,7,19,7,34,44XX W 5TH AVE,West Point Grey,484904.3787,5457287.9747
Break and Enter Residential/Other,2020,10,18,15,0,44XX W 7TH AVE,West Point Grey,484996.2379,5457096.0595
Break and Enter Residential/Other,2020,5,26,3,15,45XX BELLEVUE DR,West Point Grey,484677.7831,5457621.5866
Break and Enter Residential/Other,2020,8,16,23,0,45XX BELLEVUE DR,West Point Grey,484687.3692,5457624.7259
Break and Enter Residential/Other,2020,3,3,0,0,45XX W 11TH AVE,West Point Grey,484760.2795,5456701.6626
Break and Enter Residential/Other,2020,2,11,3,0,45XX W 14TH AVE,West Point Grey,484611.3241,5456411.9299
Break and Enter Residential/Other,2020,9,14,18,30,45XX W 2ND AVE,West Point Grey,484608.1239,5457643.4266
Break and Enter Residential/Other,2020,12,6,12,0,45XX W 3RD AVE,West Point Grey,484620.7016,5457513.35
Break and Enter Residential/Other,2020,7,10,23,0,45XX W 3RD AVE,West Point Grey,484658.3426,5457521.8316
Break and Enter Residential/Other,2020,1,29,19,22,45XX W 4TH AVE,West Point Grey,484794.224,5457378.4429
Break and Enter Residential/Other,2020,9,29,4,50,45XX W 5TH AVE,West Point Grey,484598.5603,5457295.7688
Break and Enter Residential/Other,2020,9,3,11,0,45XX W 5TH AVE,West Point Grey,484720.915,5457284.1444
Break and Enter Residential/Other,2020,7,7,15,38,46XX BELMONT AVE,West Point Grey,484403.6765,5457917.9379
Break and Enter Residential/Other,2020,12,25,0,0,46XX W 10TH AVE,West Point Grey,484538.0404,5456817.7938
Break and Enter Residential/Other,2020,10,3,0,0,46XX W 13TH AVE,West Point Grey,484383.8689,5456518.0885
Break and Enter Residential/Other,2020,8,30,4,0,46XX W 15TH AVE,West Point Grey,484383.1323,5456307.6684
Break and Enter Residential/Other,2020,7,27,9,7,46XX W 15TH AVE,West Point Grey,484533.5459,5456312.6073
Break and Enter Residential/Other,2020,3,13,0,0,46XX W 2ND AVE,West Point Grey,484455.2331,5457645.5681
Break and Enter Residential/Other,2020,5,26,12,0,46XX W 2ND AVE,West Point Grey,484458.7308,5457645.4558
Break and Enter Residential/Other,2020,7,7,0,43,46XX W 2ND AVE,West Point Grey,484537.5414,5457644.5242
Break and Enter Residential/Other,2020,1,22,11,2,46XX W 3RD AVE,West Point Grey,484441.0276,5457525.7358
Break and Enter Residential/Other,2020,6,10,22,0,46XX W 7TH AVE,West Point Grey,484368.185,5457103.1332
Break and Enter Residential/Other,2020,5,24,21,0,46XX W 7TH AVE,West Point Grey,484512.1485,5457098.7462
Break and Enter Residential/Other,2020,2,14,9,53,46XX W 8TH AVE,West Point Grey,484421.0311,5457014.8576
Break and Enter Residential/Other,2020,3,18,17,50,46XX W 8TH AVE,West Point Grey,484433.746,5457014.4868
Break and Enter Residential/Other,2020,3,22,20,0,47XX W 4TH AVE,West Point Grey,484329.9746,5457390.1236
Mischief,2020,2,28,22,0,18XX TOLMIE ST,West Point Grey,484591.3866,5457597.7236
Mischief,2020,11,7,3,2,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Mischief,2020,7,31,1,0,20XX HIGHBURY ST,West Point Grey,486353.9537,5457303.9597
Mischief,2020,8,8,0,0,20XX HIGHBURY ST,West Point Grey,486353.9537,5457303.9597
Mischief,2020,6,18,0,0,37XX POINT GREY RD,West Point Grey,486483.3499,5457736.4751
Mischief,2020,10,25,18,0,37XX W 14TH AVE,West Point Grey,486460.5253,5456354.5526
Mischief,2020,6,28,19,0,37XX W BROADWAY AVE,West Point Grey,486397.8016,5456857.6937
Mischief,2020,6,12,19,30,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Mischief,2020,5,16,7,37,38XX W 14TH AVE,West Point Grey,486194.6615,5456361.417
Mischief,2020,10,15,18,31,38XX W 2ND AVE,West Point Grey,486264.7171,5457533.7446
Mischief,2020,8,28,8,46,38XX W 8TH AVE,West Point Grey,486200.6735,5456960.252
Mischief,2020,10,19,4,5,38XX W 8TH AVE,West Point Grey,486251.6202,5456959.0402
Mischief,2020,11,21,23,0,38XX W BROADWAY AV,West Point Grey,486169.0034,5456879.785
Mischief,2020,8,10,14,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Mischief,2020,5,24,3,54,39XX W 10TH AVE,West Point Grey,485936.9224,5456774.7127
Mischief,2020,11,22,14,33,39XX W 13TH AVE,West Point Grey,486069.1718,5456474.655
Mischief,2020,6,3,13,30,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Mischief,2020,12,15,10,45,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Mischief,2020,12,18,0,0,39XX W BROADWAY AV,West Point Grey,486089.8709,5456892.3693
Mischief,2020,2,18,0,15,40XX W 12TH AVE,West Point Grey,485702.8469,5456586.4126
Mischief,2020,2,29,23,0,40XX W 12TH AVE,West Point Grey,485705.9844,5456586.3157
Mischief,2020,3,27,7,30,40XX W 12TH AVE,West Point Grey,485705.9844,5456586.3157
Mischief,2020,1,31,20,30,41XX W 10TH AVE,West Point Grey,485640.908,5456788.8982
Mischief,2020,2,6,22,0,42XX W 13TH AVE,West Point Grey,485240.9366,5456496.1084
Mischief,2020,8,3,14,30,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Mischief,2020,8,5,13,0,43XX NW MARINE DR,West Point Grey,485144.685,5457752.7055
Mischief,2020,2,1,22,40,43XX W 16TH AVE,West Point Grey,485108.6462,5456193.8921
Mischief,2020,8,30,11,53,43XX W 9TH AVE,West Point Grey,485224.7744,5456887.9677
Mischief,2020,4,29,1,0,44XX W 10TH AVE,West Point Grey,484832.7003,5456801.1091
Mischief,2020,2,16,20,30,44XX W 12TH AVE,West Point Grey,484820.879,5456607.2451
Mischief,2020,8,21,14,0,44XX W 12TH AVE,West Point Grey,484994.2411,5456594.0682
Mischief,2020,6,29,0,0,44XX W 14TH AVE,West Point Grey,484985.0588,5456402.0747
Mischief,2020,11,8,22,0,44XX W 15TH AVE,West Point Grey,484969.8031,5456291.5388
Mischief,2020,2,14,14,47,45XX W 12TH AVE,West Point Grey,484664.3294,5456601.7785
Mischief,2020,6,5,7,0,45XX W 3RD AVE,West Point Grey,484688.1651,5457512.1601
Mischief,2020,6,9,4,20,45XX W 6TH AVE,West Point Grey,484719.585,5457197.1979
Mischief,2020,9,2,12,37,45XX W 8TH AVE,West Point Grey,484640.6932,5456999.7016
Mischief,2020,4,1,18,0,46XX W 10TH AVE,West Point Grey,484387.8885,5456812.7608
Mischief,2020,2,12,17,30,46XX W 13TH AVE,West Point Grey,484435.2511,5456507.688
Mischief,2020,8,2,13,0,47XX NW MARINE DR,West Point Grey,484285.5729,5458184.7526
Mischief,2020,8,11,6,45,47XX NW MARINE DR,West Point Grey,484285.5729,5458184.7526
Mischief,2020,4,9,10,0,TRIMBLE ST / W 3RD AVE,West Point Grey,485024.6024,5457507.9786
Mischief,2020,11,19,19,50,TRIMBLE ST / W 8TH AVE,West Point Grey,485012.451,5456994.2675
Offence Against a Person,2020,7,7,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,3,14,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,4,16,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,10,18,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,6,21,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,2,28,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,9,10,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,5,29,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,10,13,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,5,23,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,6,18,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,6,1,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,1,4,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,4,2,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,11,25,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,8,1,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,9,16,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,11,12,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2020,5,11,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Other Theft,2020,5,30,12,15,13XX DISCOVERY ST,West Point Grey,485255.43,5458013.3709
Other Theft,2020,1,25,16,45,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,2,3,15,18,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,2,4,17,54,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,2,12,16,17,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,3,1,13,54,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,4,10,11,22,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,6,15,14,43,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,7,6,11,47,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,7,11,11,57,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,7,30,9,42,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,8,2,11,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,8,19,18,24,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,9,29,19,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,10,25,10,38,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,10,26,15,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,11,3,16,34,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,11,6,11,55,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,11,8,7,38,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,11,21,21,37,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,11,25,20,24,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,11,27,19,26,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,12,10,13,42,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2020,2,24,8,0,25XX CAMOSUN ST,West Point Grey,485676.0451,5456835.4316
Other Theft,2020,9,23,3,15,26XX TOLMIE ST,West Point Grey,484561.4316,5456785.1952
Other Theft,2020,7,19,17,0,37XX W 8TH AVE,West Point Grey,486361.3784,5456956.5913
Other Theft,2020,1,28,10,0,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2020,11,16,19,56,38XX POINT GREY RD,West Point Grey,486323.5506,5457729.2923
Other Theft,2020,11,5,12,30,38XX W 10TH AVE,West Point Grey,486290.6554,5456765.736
Other Theft,2020,11,5,17,19,38XX W 10TH AVE,West Point Grey,486290.6554,5456765.736
Other Theft,2020,8,19,4,18,38XX W 14TH AVE,West Point Grey,486190.6422,5456370.6709
Other Theft,2020,8,16,1,0,38XX W 2ND AVE,West Point Grey,486221.9315,5457544.0339
Other Theft,2020,5,2,21,0,38XX W 3RD AVE,West Point Grey,486241.3102,5457435.6486
Other Theft,2020,5,3,18,0,38XX W 3RD AVE,West Point Grey,486241.3102,5457435.6486
Other Theft,2020,12,17,18,18,38XX W 4TH AVE,West Point Grey,486275.3178,5457343.1242
Other Theft,2020,9,14,11,15,38XX W BROADWAY AVE,West Point Grey,486236.6391,5456862.3909
Other Theft,2020,8,27,18,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2020,11,19,5,13,39XX W 13TH AVE,West Point Grey,485953.2242,5456477.6392
Other Theft,2020,4,9,7,20,40XX W 10TH AVE,West Point Grey,485880.5652,5456776.0116
Other Theft,2020,7,3,21,47,40XX W 10TH AVE,West Point Grey,485880.5652,5456776.0116
Other Theft,2020,12,30,14,0,40XX W 13TH AVE,West Point Grey,485741.2997,5456483.1056
Other Theft,2020,8,8,12,39,41XX W 10TH AVE,West Point Grey,485514.7354,5456783.2981
Other Theft,2020,6,9,4,51,41XX W 15TH AVE,West Point Grey,485598.0066,5456281.6745
Other Theft,2020,11,30,7,0,43XX W 10TH AVE,West Point Grey,485165.2164,5456801.67
Other Theft,2020,2,9,14,15,43XX W 10TH AVE,West Point Grey,485189.6579,5456791.8829
Other Theft,2020,8,4,1,0,43XX W 13TH AVE,West Point Grey,485073.6303,5456500.4008
Other Theft,2020,7,30,14,40,43XX W 2ND AVE,West Point Grey,485099.8022,5457630.8234
Other Theft,2020,1,3,10,15,44XX W 10TH AVE,West Point Grey,484948.3315,5456798.1617
Other Theft,2020,6,12,8,0,44XX W 7TH AVE,West Point Grey,484810.8728,5457101.955
Other Theft,2020,10,6,9,0,44XX W 7TH AVE,West Point Grey,484831.6464,5457092.1456
Other Theft,2020,1,1,7,1,44XX W 8TH AVE,West Point Grey,484873.1961,5457002.9151
Other Theft,2020,10,26,11,0,45XX W 10TH AVE,West Point Grey,484609.6991,5456815.9224
Other Theft,2020,10,6,9,47,45XX W 10TH AVE,West Point Grey,484736.6796,5456803.5507
Other Theft,2020,8,5,5,43,45XX W 12TH AVE,West Point Grey,484634.5723,5456602.4807
Other Theft,2020,10,31,11,0,45XX W 4TH AVE,West Point Grey,484676.5683,5457390.5813
Other Theft,2020,4,1,1,0,45XX W 6TH AVE,West Point Grey,484587.2594,5457190.4863
Other Theft,2020,6,9,4,20,45XX W 6TH AVE,West Point Grey,484719.585,5457197.1979
Other Theft,2020,9,2,12,37,45XX W 8TH AVE,West Point Grey,484640.6932,5456999.7016
Other Theft,2020,5,16,15,30,46XX BELLEVUE DR,West Point Grey,484416.5257,5457852.2656
Other Theft,2020,8,26,4,3,46XX W 14TH AVE,West Point Grey,484419.5525,5456416.7271
Other Theft,2020,3,6,22,0,46XX W 14TH AVE,West Point Grey,484467.1738,5456415.5612
Other Theft,2020,5,26,8,11,46XX W 15TH AVE,West Point Grey,484361.9369,5456317.409
Other Theft,2020,12,27,18,30,HIGHBURY ST / W 4TH AVE,West Point Grey,486350.2946,5457336.1381
Other Theft,2020,5,29,14,20,X JERICHO BCH,West Point Grey,486053.5642,5457606.9247
Theft from Vehicle,2020,5,14,19,30,15XX TOLMIE ST,West Point Grey,484600.2165,5457901.7269
Theft from Vehicle,2020,6,3,20,0,17XX WALLACE ST,West Point Grey,486211.1463,5457598.6872
Theft from Vehicle,2020,7,28,1,0,18XX DRUMMOND DR,West Point Grey,483974.277,5457539.0046
Theft from Vehicle,2020,8,28,1,0,18XX DRUMMOND DR,West Point Grey,483974.277,5457539.0046
Theft from Vehicle,2020,10,10,0,0,18XX TRIMBLE ST,West Point Grey,485022.41,5457566.6758
Theft from Vehicle,2020,1,22,22,0,19XX DRUMMOND DR,West Point Grey,483996.6142,5457510.0904
Theft from Vehicle,2020,8,16,18,0,20XX HIGHBURY ST,West Point Grey,486354.8379,5457335.1301
Theft from Vehicle,2020,10,20,21,0,20XX TOLMIE ST,West Point Grey,484585.4976,5457367.8449
Theft from Vehicle,2020,7,4,23,0,23XX SASAMAT ST,West Point Grey,484794.7888,5457014.2616
Theft from Vehicle,2020,7,29,8,34,23XX SASAMAT ST,West Point Grey,484800.1811,5457096.1253
Theft from Vehicle,2020,7,13,0,35,24XX SASAMAT ST,West Point Grey,484793.8832,5456999.3037
Theft from Vehicle,2020,8,3,21,0,25XX COURTENAY ST,West Point Grey,485426.2286,5456803.5304
Theft from Vehicle,2020,10,19,3,31,25XX DISCOVERY ST,West Point Grey,485225.9833,5456838.0394
Theft from Vehicle,2020,10,12,13,30,25XX WALLACE CRES,West Point Grey,485933.5772,5456938.9451
Theft from Vehicle,2020,9,12,23,0,25XX WALLACE CRES,West Point Grey,486092.9176,5456814.1274
Theft from Vehicle,2020,1,3,17,0,26XX COURTENAY ST,West Point Grey,485447.4865,5456791.6354
Theft from Vehicle,2020,8,19,18,30,26XX SASAMAT ST,West Point Grey,484789.8871,5456805.0648
Theft from Vehicle,2020,10,5,23,30,28XX HIGHBURY ST,West Point Grey,486332.8415,5456474.5734
Theft from Vehicle,2020,2,11,18,30,28XX TRIMBLE ST,West Point Grey,484994.4112,5456523.0055
