TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Mischief,2019,4,16,14,0,39XX W 10TH AVE,West Point Grey,486074.1015,5456771.245
Mischief,2019,12,10,23,0,39XX W 11TH AVE,West Point Grey,485938.6919,5456667.6798
Mischief,2019,1,26,2,45,39XX W 14TH AVE,West Point Grey,485907.0795,5456369.0593
Mischief,2019,7,6,21,30,39XX W BROADWAY AVE,West Point Grey,486096.0156,5456900.2307
Mischief,2019,8,9,0,5,40XX CROWN CRES,West Point Grey,485682.4713,5456896.1251
Mischief,2019,5,13,23,0,40XX W 10TH AVE,West Point Grey,485717.1157,5456778.2881
Mischief,2019,1,4,2,0,40XX W 11TH AVE,West Point Grey,485800.5213,5456681.6496
Mischief,2019,7,6,20,30,40XX W 8TH AVE,West Point Grey,485890.0988,5456949.6694
Mischief,2019,10,1,21,32,41XX CROWN CRES,West Point Grey,485569.5883,5456871.5346
Mischief,2019,5,13,19,0,41XX W 10TH AVE,West Point Grey,485662.3606,5456779.1474
Mischief,2019,10,18,18,0,41XX W 12TH AVE,West Point Grey,485562.2637,5456589.9157
Mischief,2019,12,29,15,0,42XX NAUTILUS CLS,West Point Grey,485304.1519,5457361.2812
Mischief,2019,5,20,20,0,42XX W 13TH AVE,West Point Grey,485435.6101,5456481.9944
Mischief,2019,7,4,0,0,42XX W 14TH AVE,West Point Grey,485323.0376,5456393.4161
Mischief,2019,1,11,18,0,43XX LOCARNO CRES,West Point Grey,485071.688,5457434.8452
Mischief,2019,11,30,21,0,43XX LOCARNO CRES,West Point Grey,485257.9473,5457367.4332
Mischief,2019,1,14,20,0,44XX W 10TH AVE,West Point Grey,484836.9826,5456810.147
Mischief,2019,1,14,20,15,44XX W 10TH AVE,West Point Grey,484836.9826,5456810.147
Mischief,2019,10,31,22,50,44XX W 10TH AVE,West Point Grey,484930.1175,5456807.7732
Mischief,2019,8,14,9,30,44XX W 11TH AVE,West Point Grey,484992.0547,5456692.9886
Mischief,2019,12,21,18,0,44XX W 13TH AVE,West Point Grey,484894.2215,5456495.9326
Mischief,2019,12,1,23,0,45XX W 13TH AVE,West Point Grey,484716.4664,5456509.738
Mischief,2019,9,3,16,0,45XX W 15TH AVE,West Point Grey,484715.365,5456298.42
Mischief,2019,6,16,11,40,46XX BELLEVUE DR,West Point Grey,484474.4911,5457781.0174
Mischief,2019,7,27,19,30,46XX BELLEVUE DR,West Point Grey,484474.4911,5457781.0174
Mischief,2019,1,26,0,0,46XX DRUMMOND DR,West Point Grey,484397.673,5457753.1665
Mischief,2019,7,25,12,12,46XX W 10TH AVE,West Point Grey,484383.9857,5456822.0152
Mischief,2019,10,14,19,30,46XX W 6TH AVE,West Point Grey,484408.8128,5457194.8817
Mischief,2019,11,9,23,42,46XX W 6TH AVE,West Point Grey,484442.6794,5457194.0337
Mischief,2019,4,29,12,0,SASAMAT ST / W 11TH AVE,West Point Grey,484783.3815,5456705.6295
Mischief,2019,3,13,22,37,TRIMBLE ST / W 10TH AVE,West Point Grey,485005.8136,5456801.2699
Offence Against a Person,2019,4,25,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,8,12,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,6,21,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,9,22,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,8,7,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,7,14,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,12,7,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,2,28,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,8,14,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,6,12,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,3,25,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,1,2,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,1,1,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,12,17,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,1,12,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,7,25,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,1,31,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,3,12,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,8,13,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Offence Against a Person,2019,5,25,0,0,OFFSET TO PROTECT PRIVACY,West Point Grey,0.0,0.0
Other Theft,2019,5,31,13,30,13XX DISCOVERY ST,West Point Grey,485255.43,5458013.3709
Other Theft,2019,9,25,14,24,13XX DISCOVERY ST,West Point Grey,485255.43,5458013.3709
Other Theft,2019,7,29,23,30,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Other Theft,2019,8,11,14,0,15XX DISCOVERY ST,West Point Grey,485257.02,5457877.2966
Other Theft,2019,8,1,0,0,15XX DISCOVERY ST,West Point Grey,485257.0477,5457878.2663
Other Theft,2019,9,11,13,17,19XX WALLACE ST,West Point Grey,486126.3779,5457365.6289
Other Theft,2019,10,1,15,4,19XX WALLACE ST,West Point Grey,486126.3779,5457365.6289
Other Theft,2019,1,19,18,38,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,2,3,11,30,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,3,6,8,30,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,5,16,19,43,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,5,20,22,50,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,7,9,10,45,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,9,2,12,55,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,9,6,21,36,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,9,28,15,0,20XX ALMA ST,West Point Grey,486484.4111,5457255.4503
Other Theft,2019,9,22,17,12,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,10,17,11,14,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,10,30,16,48,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,11,10,14,35,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,11,19,17,29,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,11,26,10,50,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,12,4,15,1,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,12,4,17,1,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,12,4,17,41,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,12,6,19,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Other Theft,2019,5,3,1,0,21XX ALMA ST,West Point Grey,486483.1983,5457216.5669
Other Theft,2019,12,1,19,25,25XX ALMA ST,West Point Grey,486471.7228,5456853.3482
Other Theft,2019,11,15,0,0,25XX HIGHBURY ST,West Point Grey,486341.0235,5456809.7557
Other Theft,2019,5,19,15,0,25XX WALLACE CRES,West Point Grey,485994.6619,5456868.8397
Other Theft,2019,9,1,19,33,25XX WALLACE CRES,West Point Grey,486055.8017,5456834.7949
Other Theft,2019,4,1,0,0,27XX ALMA ST,West Point Grey,486468.3547,5456640.7586
Other Theft,2019,11,12,18,50,28XX TRIMBLE ST,West Point Grey,485003.3965,5456516.8462
Other Theft,2019,9,24,12,4,31XX CROWN ST,West Point Grey,485870.2689,5456177.2215
Other Theft,2019,5,6,20,0,37XX W 11TH AVE,West Point Grey,486431.1577,5456664.8868
Other Theft,2019,10,17,23,0,37XX W 16TH AVE,West Point Grey,486342.775,5456162.0514
Other Theft,2019,2,14,19,42,37XX W 4TH AVE,West Point Grey,486419.4869,5457329.963
Other Theft,2019,6,9,2,20,37XX W 4TH AVE,West Point Grey,486419.4869,5457329.963
Other Theft,2019,6,1,0,0,37XX W 6TH AVE,West Point Grey,486409.9922,5457152.9425
Other Theft,2019,11,17,14,0,37XX W BROADWAY AVE,West Point Grey,486469.5332,5456866.4475
Other Theft,2019,3,18,10,0,38XX ORTONA CRES,West Point Grey,486194.3908,5457101.7378
Other Theft,2019,7,27,23,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Other Theft,2019,7,15,23,0,38XX W BROADWAY AVE,West Point Grey,486172.9282,5456879.0491
Other Theft,2019,11,1,0,0,38XX W BROADWAY AVE,West Point Grey,486183.2873,5456870.028
Other Theft,2019,7,24,0,0,38XX W BROADWAY AVE,West Point Grey,486221.6411,5456880.8218
Other Theft,2019,10,18,15,45,39XX POINT GREY RD,West Point Grey,486116.6778,5457633.8457
Other Theft,2019,5,19,15,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2019,6,26,19,0,39XX POINT GREY RD,West Point Grey,486117.3859,5457634.1124
Other Theft,2019,10,9,12,0,39XX W 16TH AVE,West Point Grey,486008.1785,5456173.8565
Other Theft,2019,4,15,12,15,39XX W 16TH AVE,West Point Grey,486009.1749,5456173.8341
Other Theft,2019,6,17,15,44,39XX W BROADWAY AVE,West Point Grey,486038.3617,5456915.9141
Other Theft,2019,11,5,16,11,41XX W 10TH AVE,West Point Grey,485545.1288,5456782.4436
Other Theft,2019,1,7,19,56,41XX W 11TH AVE,West Point Grey,485584.2158,5456689.5441
Other Theft,2019,6,27,10,39,43XX W 14TH AVE,West Point Grey,485070.9243,5456390.7498
Other Theft,2019,8,13,13,30,43XX W 2ND AVE,West Point Grey,485045.0687,5457641.5653
Other Theft,2019,9,30,10,0,44XX W 10TH AVE,West Point Grey,484876.6663,5456809.1356
Other Theft,2019,5,5,13,50,44XX W 10TH AVE,West Point Grey,484927.185,5456798.7008
Other Theft,2019,10,18,12,20,44XX W 10TH AVE,West Point Grey,484977.9367,5456797.4071
Other Theft,2019,12,18,16,30,44XX W 10TH AVE,West Point Grey,484994.9069,5456806.1218
Other Theft,2019,5,18,10,0,44XX W 14TH AVE,West Point Grey,484930.1599,5456403.5245
Other Theft,2019,12,17,11,3,44XX W 7TH AVE,West Point Grey,484996.2379,5457096.0595
Other Theft,2019,5,23,16,30,45XX W 10TH AVE,West Point Grey,484609.6991,5456815.9224
Other Theft,2019,6,23,17,0,45XX W 10TH AVE,West Point Grey,484610.7157,5456806.7454
Other Theft,2019,10,9,18,55,45XX W 10TH AVE,West Point Grey,484722.029,5456803.9236
Other Theft,2019,12,16,17,0,45XX W 10TH AVE,West Point Grey,484774.29,5456802.5968
Other Theft,2019,5,26,16,0,45XX W 14TH AVE,West Point Grey,484680.3807,5456410.1124
Other Theft,2019,1,13,22,41,45XX W 3RD AVE,West Point Grey,484699.409,5457511.9619
Other Theft,2019,3,2,8,14,46XX W 12TH AVE,West Point Grey,484420.2285,5456607.5333
Other Theft,2019,6,21,1,0,47XX NW MARINE DR,West Point Grey,484285.5729,5458184.7526
Other Theft,2019,8,2,14,15,47XX NW MARINE DR,West Point Grey,484285.5729,5458184.7526
Other Theft,2019,12,4,22,45,47XX NW MARINE DR,West Point Grey,484285.5729,5458184.7526
Other Theft,2019,8,7,19,30,48XX NW MARINE DR,West Point Grey,483795.3587,5458303.2874
Other Theft,2019,9,10,8,5,NW MARINE DR / W 4TH AVE,West Point Grey,485455.9161,5457353.6493
Theft from Vehicle,2019,12,5,18,15,15XX DISCOVERY ST,West Point Grey,485266.6524,5457894.2427
Theft from Vehicle,2019,9,15,22,0,19XX ALMA ST,West Point Grey,486487.4356,5457360.5372
Theft from Vehicle,2019,5,22,19,0,19XX SASAMAT PL,West Point Grey,484883.9412,5457385.9553
Theft from Vehicle,2019,4,8,18,0,19XX WALLACE ST,West Point Grey,486137.7571,5457436.7752
Theft from Vehicle,2019,3,31,21,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Theft from Vehicle,2019,4,21,21,0,20XX ALMA ST,West Point Grey,486484.4547,5457256.7299
Theft from Vehicle,2019,4,8,1,20,21XX ALMA ST,West Point Grey,486483.1983,5457216.5669
Theft from Vehicle,2019,4,8,8,33,21XX ALMA ST,West Point Grey,486483.1983,5457216.5669
Theft from Vehicle,2019,5,3,1,0,21XX ALMA ST,West Point Grey,486483.1983,5457216.5669
Theft from Vehicle,2019,10,17,21,0,22XX HIGHBURY ST,West Point Grey,486351.2044,5457145.1991
Theft from Vehicle,2019,10,9,7,35,24XX COURTENAY ST,West Point Grey,485368.1811,5456884.6849
Theft from Vehicle,2019,3,21,18,0,25XX COURTENAY ST,West Point Grey,485376.0331,5456871.7031
Theft from Vehicle,2019,12,1,21,30,25XX COURTENAY ST,West Point Grey,485385.7301,5456858.2934
Theft from Vehicle,2019,8,17,21,30,25XX DISCOVERY ST,West Point Grey,485225.9833,5456838.0394
Theft from Vehicle,2019,10,21,11,34,25XX HIGHBURY ST,West Point Grey,486342.2765,5456857.8013
Theft from Vehicle,2019,11,1,4,0,25XX TRIMBLE ST,West Point Grey,485013.792,5456893.1437
Theft from Vehicle,2019,5,27,21,0,25XX WALLACE CRES,West Point Grey,485933.5772,5456938.9451
Theft from Vehicle,2019,10,16,21,0,25XX WALLACE CRES,West Point Grey,485958.0172,5456881.2081
Theft from Vehicle,2019,5,27,22,0,25XX WALLACE CRES,West Point Grey,485964.0578,5456888.1851
Theft from Vehicle,2019,4,9,21,0,25XX WALLACE CRES,West Point Grey,486026.5875,5456851.0623
Theft from Vehicle,2019,5,1,11,20,26XX BLANCA ST,West Point Grey,484344.329,5456808.863
Theft from Vehicle,2019,7,26,0,0,26XX WALLACE ST,West Point Grey,486119.6375,5456769.3447
Theft from Vehicle,2019,3,19,19,30,28XX HIGHBURY ST,West Point Grey,486334.0088,5456502.2751
Theft from Vehicle,2019,7,19,19,0,28XX TRIMBLE ST,West Point Grey,485003.3965,5456516.8462
Theft from Vehicle,2019,6,20,9,0,28XX TRIMBLE ST,West Point Grey,485005.497,5456596.7915
Theft from Vehicle,2019,8,3,22,0,29XX TRIMBLE ST,West Point Grey,485001.5717,5456440.9164
Theft from Vehicle,2019,9,13,0,1,29XX TRIMBLE ST,West Point Grey,485001.9061,5456455.2864
Theft from Vehicle,2019,9,1,17,0,30XX ALMA ST,West Point Grey,486459.4182,5456328.292
Theft from Vehicle,2019,12,9,22,0,30XX DISCOVERY ST,West Point Grey,485220.8244,5456300.6054
Theft from Vehicle,2019,5,28,20,30,30XX SASAMAT ST,West Point Grey,484779.5697,5456397.8511
Theft from Vehicle,2019,6,8,21,30,37XX W 10TH AVE,West Point Grey,486352.7415,5456763.8336
Theft from Vehicle,2019,5,6,20,0,37XX W 11TH AVE,West Point Grey,486431.1577,5456664.8868
Theft from Vehicle,2019,3,5,22,0,37XX W 12TH AVE,West Point Grey,486368.9222,5456569.2001
Theft from Vehicle,2019,7,15,21,0,37XX W 12TH AVE,West Point Grey,486468.7104,5456557.1063
Theft from Vehicle,2019,9,4,7,15,37XX W 3RD AVE,West Point Grey,486486.0016,5457430.5744
Theft from Vehicle,2019,7,16,23,0,37XX W 4TH AVE,West Point Grey,486487.2555,5457328.3925
Theft from Vehicle,2019,6,15,10,0,37XX W 7TH AVE,West Point Grey,486468.4682,5457055.3486
Theft from Vehicle,2019,5,27,21,0,37XX W BROADWAY AVE,West Point Grey,486427.0514,5456857.5346
Theft from Vehicle,2019,6,8,18,0,37XX W BROADWAY AVE,West Point Grey,486446.5702,5456857.4282
Theft from Vehicle,2019,6,10,9,1,37XX W BROADWAY AVE,West Point Grey,486446.5702,5456857.4282
Theft from Vehicle,2019,7,18,9,0,37XX W BROADWAY AVE,West Point Grey,486469.4835,5456857.3036
Theft from Vehicle,2019,10,25,18,0,38XX ORTONA CRES,West Point Grey,486134.6463,5457076.6952
Theft from Vehicle,2019,10,3,16,0,38XX POINT GREY RD,West Point Grey,486167.1085,5457643.0599
Theft from Vehicle,2019,8,26,18,0,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Theft from Vehicle,2019,11,11,7,15,38XX POINT GREY RD,West Point Grey,486253.91,5457691.8158
Theft from Vehicle,2019,7,13,16,45,38XX W 11TH AVE,West Point Grey,486147.442,5456663.1647
Theft from Vehicle,2019,8,15,9,20,38XX W 11TH AVE,West Point Grey,486275.2205,5456659.8487
Theft from Vehicle,2019,1,6,21,30,38XX W 11TH AVE,West Point Grey,486287.9083,5456659.5195
Theft from Vehicle,2019,9,29,22,0,38XX W 11TH AVE,West Point Grey,486287.9083,5456659.5195
Theft from Vehicle,2019,3,18,22,0,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.6458
Theft from Vehicle,2019,7,15,8,0,38XX W 11TH AVE,West Point Grey,486321.5629,5456658.6458
Theft from Vehicle,2019,1,4,19,0,38XX W 13TH AVE,West Point Grey,486112.37,5456464.3941
Theft from Vehicle,2019,10,18,20,30,38XX W 13TH AVE,West Point Grey,486163.4667,5456463.0633
Theft from Vehicle,2019,12,5,18,0,38XX W 15TH AVE,West Point Grey,486213.1396,5456258.9783
Theft from Vehicle,2019,3,10,14,0,38XX W 15TH AVE,West Point Grey,486315.6552,5456256.3924
